Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
2265,大葉大學,休閒事業管理學系,國x2.00 歷x1.75 地x2.00,4,199.45,---,---,---,---,---,---
2266,大葉大學,烘焙暨飲料調製學士學位學程,國x2.00 英x1.75 地x2.00,4,153.75,---,---,---,---,---,---
2267,大葉大學,護理學系,國x2.00 英x2.00 數乙x1.75,26,105.90,---,---,---,---,---,---
2270,大葉大學,運動健康管理學系,國x2.00 英x2.00 數乙x1.75,3,162.00,---,---,---,---,---,---
2271,大葉大學,視光學系,國x2.00 英x2.00 數甲x1.75,13,139.00,---,---,---,---,---,---
2272,大葉大學,醫學工程學系,國x1.75 英x2.00 數甲x2.00,3,98.20,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
2274,中華大學,電機工程學系,國x2.00 英x1.00 數甲x1.00 物x2.00 化x2.00,51,136.30,---,---,---,---,---,---
2275,中華大學,資訊工程學系資訊工程組,國x2.00 英x1.00 物x2.00,5,196.75,---,199.41,---,---,---,---
2276,中華大學,資訊工程學系智慧軟體設計組,國x1.00 歷x2.00 地x2.00,3,160.00,---,---,---,---,---,---
2277,中華大學,資訊工程學系資訊應用組,國x1.00 歷x2.00 地x2.00,4,294.00,---,---,---,---,---,---
2300,中華大學,資訊工程學系人工智慧組,國x1.00 歷x2.00 地x2.00,4,210.60,---,---,---,---,---,---
2301,中華大學,機械工程學系智慧自動化組,國x2.00 英x1.00 數甲x1.00 物x2.00,10,110.60,---,---,---,---,---,---
2302,中華大學,機械工程學系智慧機械組,國x2.00 英x1.00 數甲x1.00 物x2.00,8,119.80,---,---,---,---,---,---
2303,中華大學,機械工程學系航空技術組,國x2.00 英x1.00 數甲x1.00 物x2.00,8,122.95,---,---,---,---,---,---
2304,中華大學,光電與材料工程學系(人工智慧應用組),國x2.00 歷x1.75 地x2.00,2,232.38,---,---,---,---,---,---
2305,中華大學,光電與材料工程學系(生醫光電組),國x2.00 英x1.75 生x2.00,9,130.55,---,---,---,---,---,---
2306,中華大學,光電與材料工程學系(材料應用組),國x2.00 英x1.00 物x2.00 化x2.00,8,198.50,---,---,---,---,---,---
2307,中華大學,工業管理學系(甲組),國x2.00 英x2.00 數甲x1.75,6,123.30,---,---,---,---,---,---
2310,中華大學,工業管理學系(乙組),國x2.00 英x2.00 數乙x1.75,10,138.50,---,---,---,---,---,---
2311,中華大學,"資訊管理學系(資訊系統設計與智慧製造組)",國x1.75 地x2.00 公x1.75,2,258.10,---,---,---,---,---,---
2312,中華大學,資訊管理學系(資訊管理應用組),國x2.00 歷x1.75 地x2.00,4,219.50,---,---,---,---,---,---
2313,中華大學,資訊管理學系(手機軟體設計組),國x2.00 英x2.00 公x1.75,2,200.00,---,---,---,---,---,---
2314,中華大學,資訊管理學系(巨量資料應用組),國x2.00 英x2.00 歷x1.75,1,185.63,---,---,---,---,---,---
2315,中華大學,企業管理學系企業管理組,國x2.00 歷x1.00 地x2.00 公x2.00,5,241.40,---,---,---,---,---,---
2316,中華大學,企業管理學系智慧運輸與物流組,國x2.00 英x1.00 歷x2.00 地x2.00,3,241.75,---,---,---,---,---,---
2317,中華大學,財務管理學系財務金融管理組,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,6,247.00,---,---,---,---,---,---
2320,中華大學,財務管理學系金融資訊管理組,國x2.00 歷x1.00 地x2.00 公x2.00,2,278.60,---,---,---,---,---,---
2321,中華大學,財務管理學系會計資訊與稅務組,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,4,309.70,---,---,---,---,---,---
2322,中華大學,建築與都市計畫學系(第一類組),國x2.00 歷x1.00 地x2.00,8,177.30,---,---,---,---,---,---
2323,中華大學,建築與都市計畫學系(第二類組),國x2.00 英x1.00 物x2.00,5,116.50,---,---,---,---,---,---
2324,中華大學,景觀建築學系景觀設計組,國x2.00 歷x1.75 地x2.00,8,224.83,---,---,---,---,---,---
2325,中華大學,景觀建築學系產品設計組,國x2.00 地x1.75 公x2.00,5,192.30,---,---,---,---,---,---
2326,中華大學,土木工程學系,國x2.00 英x2.00 數甲x2.00 物x1.00,17,122.80,---,---,---,---,---,---
2327,中華大學,行政管理學系,國x2.00 英x1.00 歷x2.00 公x2.00,4,235.30,---,---,---,---,---,---
2330,中華大學,應用日語學系,國x2.00 歷x2.00 地x2.00 公x1.00,13,242.00,---,---,---,---,---,---
2331,中華大學,餐旅管理學系,國x2.00 英x1.00 歷x2.00 地x2.00 公x1.00,1,274.70,---,---,---,---,---,---
2332,中華大學,觀光與會展活動學系會展與活動管理組,國x2.00 英x1.00 公x1.00,2,110.80,---,---,---,---,---,---
2333,中華大學,觀光與會展活動學系旅遊與休閒管理組,國x2.00 英x1.00 歷x2.00 地x2.00 公x1.00,2,251.20,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
2335,義守大學,電機工程學系乙組,國x2.00 英x1.50 數乙x2.00,13,196.23,---,---,---,---,---,---
2336,義守大學,電子工程學系光電半導體組,國x2.00 物x1.75 化x2.00,8,185.95,---,---,---,---,---,---
2337,義守大學,電子工程學系電子智慧系統組,國x2.00 數甲x2.00 物x1.75,9,158.83,---,---,---,---,---,---
2340,義守大學,資訊工程學系資訊工程組,國x2.00 英x1.50 數甲x2.00,9,198.98,---,---,---,---,---,---
2341,義守大學,資訊工程學系資訊應用組,國x2.00 英x1.50 數乙x2.00,9,212.73,---,---,---,---,---,---
2342,義守大學,智慧網路科技學系智慧軟體應用組,國x2.00 英x2.00 數乙x1.75,8,168.40,---,---,---,---,---,---
2343,義守大學,智慧網路科技學系智慧網通科技組,國x2.00 數甲x2.00 物x1.75,3,157.88,---,---,---,---,---,---
2344,義守大學,機械與自動化工程學系,國x2.00 物x2.00 化x1.50,14,145.50,---,---,---,---,---,---
2345,義守大學,化學工程學系甲組,國x2.00 物x1.75 化x2.00,11,173.60,---,---,---,---,---,---
2346,義守大學,化學工程學系乙組,國x2.00 化x1.75 生x2.00,6,175.05,---,---,---,---,---,---
2347,義守大學,土木工程學系,國x2.00 物x1.75 化x2.00,25,133.75,---,---,---,---,---,---
2350,義守大學,材料科學與工程學系甲組,國x2.00 英x2.00 數甲x1.75,7,170.60,---,---,---,---,---,---
2351,義守大學,材料科學與工程學系乙組,國x2.00 英x2.00 數乙x1.75,4,209.60,---,---,---,---,---,---
2352,義守大學,資料科學與大數據分析學系甲組,國x2.00 英x1.50 數甲x2.00,3,162.03,---,---,---,---,---,---
2353,義守大學,資料科學與大數據分析學系乙組,國x2.00 英x1.50 數乙x2.00,6,185.00,---,---,---,---,---,---
2354,義守大學,智慧化自動控制英語學士學位學程,國x2.00 英x2.00 數甲x1.75,4,121.90,---,---,---,---,---,---
2355,義守大學,工業管理學系,國x2.00 英x2.00 數乙x1.75,14,106.70,---,---,---,---,---,---
2356,義守大學,資訊管理學系人工智慧與電子商務組,國x2.00 英x1.00 歷x2.00 地x2.00,9,279.60,---,---,---,---,---,---
2357,義守大學,資訊管理學系大數據與雲端運算組,國x2.00 數乙x1.00 歷x2.00 地x2.00,6,256.80,---,---,---,---,---,---
2360,義守大學,企業管理學系企業經營組,國x2.00 英x1.00 歷x2.00 公x1.75,11,191.20,---,---,---,---,---,---
2361,義守大學,企業管理學系行銷管理組,國x2.00 英x1.00 歷x1.75 地x2.00,7,192.95,---,---,---,---,---,---
2362,義守大學,財務金融管理學系,國x2.00 數乙x1.00 地x2.00 公x2.00,15,286.40,---,---,---,---,---,---
2363,義守大學,會計學系財稅規劃組,國x2.00 英x1.00 歷x2.00 地x2.00,7,317.70,---,---,---,---,---,---
2364,義守大學,會計學系管理應用組,國x2.00 英x1.00 歷x2.00,6,199.30,---,---,---,---,---,---
2365,義守大學,國際商務學系,國x2.00 英x1.00 歷x2.00 地x2.00,8,216.60,---,---,---,---,---,---
2366,義守大學,公共政策與管理學系,國x2.00 英x1.00 歷x2.00 地x2.00,15,226.60,---,---,---,---,---,---
2367,義守大學,醫務管理學系,國x2.00 英x1.75 數乙x2.00,34,107.50,---,---,---,---,---,---
2370,義守大學,健康管理學系健康促進與產業管理組,國x2.00 英x1.75 歷x2.00,1,196.35,---,---,---,---,---,---
2371,義守大學,健康管理學系職業安全與衛生管理組,國x2.00 英x1.75 地x2.00,5,153.10,---,---,---,---,---,---
2372,義守大學,餐旅管理學系,國x2.00 英x1.00 歷x2.00 地x1.75,6,234.60,---,---,---,---,---,---
2373,義守大學,休閒事業管理學系,國x1.75 歷x2.00 地x2.00,7,217.10,---,---,---,---,---,---
2374,義守大學,觀光學系,國x2.00 英x1.00 歷x1.75 地x1.75,8,193.75,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
2376,義守大學,廚藝學系烘焙廚藝組,國x2.00 歷x1.00 地x2.00 公x1.50,6,240.40,---,---,---,---,---,---
2377,義守大學,國際企業經營學系(國際學院),國x2.00 英x2.00 歷x1.00 地x1.75,5,222.70,---,---,---,---,---,---
2400,義守大學,"國際財務金融學系國際金融組(國際學院)",國x2.00 英x2.00 數乙x1.00 地x2.00,6,202.80,---,---,---,---,---,---
2401,義守大學,"國際財務金融學系財務投資組(國際學院)",國x2.00 英x2.00 數甲x1.00,3,91.20,---,---,---,---,---,---
2402,義守大學,國際觀光餐旅學系(國際學院),國x1.00 英x2.00 歷x1.50 地x1.50,0,---,---,---,---,---,---,---
2403,義守大學,國際傳媒與娛樂管理學系(國際學院),國x1.00 英x2.00 歷x2.00 公x1.50,7,188.00,---,---,---,---,---,---
2404,義守大學,應用英語學系,國x2.00 英x2.00 歷x1.00,14,109.80,---,---,---,---,---,---
2405,義守大學,應用日語學系,國x2.00 英x1.00 歷x2.00 地x2.00,26,218.70,---,---,---,---,---,---
2406,義守大學,大眾傳播學系,國x2.00 英x1.00 歷x2.00 地x2.00,20,204.30,---,---,---,---,---,---
2407,義守大學,創意商品設計學系,國x2.00 英x1.00 歷x2.00 地x1.75,8,220.90,---,---,---,---,---,---
2410,義守大學,電影與電視學系,國x2.00 英x1.50 歷x1.75 地x1.00,14,254.75,---,---,---,---,---,---
2411,義守大學,數位多媒體設計學系,國x2.00 英x1.00 歷x2.00 地x2.00,14,215.40,---,---,---,---,---,---
2412,義守大學,營養學系臨床營養組,國x2.00 英x1.00 生x2.00,10,227.65,---,---,---,---,---,---
2413,義守大學,營養學系食品營養組,國x2.00 化x1.00 生x2.00,11,184.20,---,216.86,---,---,---,---
2414,義守大學,生物醫學工程學系智慧醫療應用組,國x2.00 數甲x1.00 物x2.00 化x2.00,9,187.20,---,---,---,---,---,---
2415,義守大學,生物醫學工程學系生醫技術應用組,國x2.00 數乙x1.00 化x2.00 生x2.00,10,225.80,---,---,---,---,---,---
2416,義守大學,生物科技學系生物醫藥組,國x2.00 英x1.00 化x2.00 生x2.00,7,281.05,---,---,---,---,---,---
2417,義守大學,生物科技學系食品生技組,國x2.00 化x1.50 生x1.75,8,163.58,---,---,---,---,---,---
2420,義守大學,護理學系,國x2.00 英x2.00 數甲x1.00 化x1.00 生x2.00,47,265.40,---,---,---,---,---,---
2421,義守大學,醫學影像暨放射科學系,國x2.00 數甲x1.00 物x2.00 化x1.00 生x2.00,22,337.20,---,382.34,---,---,---,---
2422,義守大學,物理治療學系,國x1.50 英x2.00 數甲x1.00 物x1.00 生x2.00,16,424.40,---,---,---,---,---,---
2423,義守大學,職能治療學系,國x1.75 英x2.00 數甲x1.00 物x1.00 生x2.00,18,404.80,---,---,---,---,---,---
2424,義守大學,醫學檢驗技術學系,國x1.00 英x2.00 化x2.00 生x2.00,19,345.80,---,383.78,---,---,---,---
2425,義守大學,醫學系(公費生),英x1.50 數甲x1.00 物x1.00 化x1.00 生x1.50,4,497.30,---,---,---,---,---,---
2426,銘傳大學,企業管理學系品牌行銷組(台北校區),國x2.00 英x1.00 歷x2.00,22,272.60,---,---,---,---,---,---
2427,銘傳大學,企業管理學系企業管理組(台北校區),國x2.00 英x1.00 數乙x1.00 公x2.00,28,278.60,---,---,---,---,---,---
2430,銘傳大學,企業管理學系數位經營組(台北校區),國x2.00 數乙x1.00 公x2.00,6,266.00,---,---,---,---,---,---
2431,銘傳大學,會計學系會計審計組(台北校區),國x1.50 英x1.00 數乙x1.25 歷x1.25,21,258.43,---,---,---,---,---,---
2432,銘傳大學,會計學系稅務規劃組(台北校區),國x1.50 英x1.00 歷x1.25,8,217.33,---,---,---,---,---,---
2433,銘傳大學,"財務金融學系國際金融管理組(台北校區)",國x1.00 英x1.00 歷x1.00,15,173.23,---,178.20,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
2435,銘傳大學,"風險管理與保險學系保險金融與行銷組(台北校區)",國x2.00 歷x2.00 公x1.00,7,294.80,---,---,---,---,---,---
2436,銘傳大學,"風險管理與保險學系風險管理組(台北校區)",國x2.00 數乙x1.00 歷x1.00 公x1.00,17,257.20,---,---,---,---,---,---
2437,銘傳大學,"國際企業學系跨境電商經營組(台北校區)",國x1.50 英x1.25 數乙x1.00,4,193.73,---,---,---,---,---,---
2440,銘傳大學,"國際企業學系外貿行銷管理組(台北校區)",國x1.25 英x1.25 歷x1.00,40,160.55,---,---,---,---,---,---
2441,銘傳大學,"國際企業學系全球運籌營運組(台北校區)",國x1.25 英x1.25 公x1.50,5,188.64,---,---,---,---,---,---
2442,銘傳大學,新媒體暨傳播管理學系(台北校區),國x2.00 英x2.00 歷x1.00,11,249.30,---,255.70,---,---,---,---
2443,銘傳大學,廣播電視學系(台北校區),國x2.00 歷x1.00 公x2.00,6,333.00,---,---,---,---,---,---
2444,銘傳大學,廣告暨策略行銷學系(台北校區),國x2.00 英x1.00 歷x1.75 公x2.00,27,354.55,---,---,---,---,---,---
2445,銘傳大學,新聞學系(台北校區),國x2.00 英x1.50 歷x1.50 公x1.00,23,289.10,---,---,---,---,---,---
2446,銘傳大學,法律學系(台北校區),國x2.00 英x1.50 歷x1.00 公x1.00,50,326.58,---,---,---,---,---,---
2447,銘傳大學,財金法律學系(台北校區),國x2.00 英x2.00 公x1.50,16,313.90,---,---,---,---,---,---
2450,銘傳大學,"國際企業與貿易學士學位學程(全英語授課.台北校區)",國x1.00 英x2.00 公x1.00,16,146.60,---,---,---,---,---,---
2451,銘傳大學,"新聞與大眾傳播學士學位學程(全英語授課.台北校區)",國x1.50 英x2.00 公x1.50,3,248.20,---,---,---,---,---,---
2452,銘傳大學,"時尚與創新管理學士學位學程(全英語授課.台北校區)",國x1.00 英x2.00 公x1.00,4,153.60,---,---,---,---,---,---
2453,銘傳大學,"國際事務與外交學士學位學程(全英語授課.桃園校區)",國x1.50 英x2.00 歷x1.50,4,196.10,---,---,---,---,---,---
2454,銘傳大學,"資訊科技應用與管理學士學位學程(全英語授課.桃園校區)",國x1.50 英x2.00 數乙x1.50,2,207.60,---,---,---,---,---,---
2455,銘傳大學,應用中國文學系文教組(桃園校區),國x2.00 歷x1.50 公x1.00,17,229.25,---,---,---,---,---,---
2456,銘傳大學,應用中國文學系文創組(桃園校區),國x2.00 歷x1.50 地x1.00,17,220.80,---,---,---,---,---,---
2457,銘傳大學,"應用英語學系英語教學與文化溝通組(桃園校區)",國x1.50 英x2.00 公x1.50,35,142.20,---,---,---,---,---,---
2460,銘傳大學,"應用英語學系英語商務與觀光組(桃園校區)",國x1.50 英x2.00 歷x1.50,40,126.00,---,---,---,---,---,---
2461,銘傳大學,應用日語學系(桃園校區),國x2.00 歷x1.50 公x1.00,30,231.45,---,---,---,---,---,---
2462,銘傳大學,華語文教學學系應用語言組(桃園校區),國x2.00 英x1.50 公x1.50,16,169.50,---,188.19,---,---,---,---
2463,銘傳大學,華語文教學學系雙語教學組(桃園校區),國x1.50 英x2.00 歷x1.50,14,177.00,---,---,---,---,---,---
2464,銘傳大學,商業設計學系(桃園校區),國x2.00 英x1.00 公x2.00,38,208.50,---,---,---,---,---,---
2465,銘傳大學,商品設計學系(桃園校區),國x1.25 英x1.25 歷x1.00 公x1.00,39,183.75,---,---,---,---,---,---
2466,銘傳大學,"數位媒體設計學系多媒體遊戲組(桃園校區)",國x1.50 英x2.00 歷x1.00,15,179.80,---,---,---,---,---,---
2467,銘傳大學,"數位媒體設計學系動畫影視組(桃園校區)",國x2.00 英x1.50 歷x1.00 地x1.00,14,241.10,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
2471,銘傳大學,都市規劃與防災學系(桃園校區),國x2.00 英x1.00 公x2.00,15,224.05,---,---,---,---,---,---
2472,銘傳大學,動漫文創設計學士學位學程(桃園校區),國x2.00 英x1.50 歷x1.00 公x1.00,8,236.20,---,---,---,---,---,---
2473,銘傳大學,觀光事業學系(桃園校區),國x1.50 英x1.00 歷x1.00 地x2.00 公x2.00,11,347.60,---,384.42,---,---,---,---
2474,銘傳大學,休閒遊憩管理學系(桃園校區),國x1.50 地x1.50 公x2.00,8,248.20,---,---,---,---,---,---
2475,銘傳大學,餐旅管理學系(桃園校區),國x1.75 英x1.00 歷x1.00 地x2.00 公x2.00,12,355.65,---,384.35,---,---,---,---
2476,銘傳大學,犯罪防治學系(桃園校區),國x2.00 英x1.00 公x2.00,24,283.70,---,305.39,---,---,---,---
2477,銘傳大學,公共事務學系公共管理組(桃園校區),國x2.00 歷x1.00 公x2.00,14,265.50,---,---,---,---,---,---
2500,銘傳大學,公共事務學系專案管理組(桃園校區),國x2.00 英x1.00 公x2.00,15,214.60,---,---,---,---,---,---
2501,銘傳大學,諮商與工商心理學系(桃園校區),國x1.00 英x2.00 數乙x1.00 公x2.00,27,256.80,---,---,---,---,---,---
2502,銘傳大學,"應用統計與資料科學學系應用統計組(桃園校區)",國x2.00 數乙x1.50 公x1.00,14,191.40,---,---,---,---,---,---
